fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,category
-0.528359611726335,0.9618766712454458,-1.3914722776605695,-0.4532184067380524,-0.24370668659232522,-0.46619251712773346,-0.3791326888959121,0.5582744625313846,1.2886429167098834,-0.5792065221278802,-0.9602461068947269,5,bad
-0.2985474337867544,1.9674424541409103,-1.3914722776605695,0.043416144793496446,0.22387519619714824,0.8726382318679612,0.6243632277859998,0.028260767741349467,-0.7199332966852641,0.1289504006827311,-0.5847771110396854,5,bad
-0.2985474337867544,1.2970652655439343,-1.1860704292930317,-0.16942723443431035,0.09635286452729176,-0.08366944598610641,0.2290466545476709,0.13426350669934473,-0.33117661022168926,-0.048088830019921903,-0.5847771110396854,5,bad
1.6548560786996835,-1.3844434888439707,1.4841535994849582,-0.4532184067380524,-0.2649604085373013,0.1075920895847071,0.41150045758074577,0.6642772014893799,-0.9791044209943159,-0.4611803683261122,-0.5847771110396854,6,good
-0.528359611726335,0.9618766712454458,-1.3914722776605695,-0.4532184067380524,-0.24370668659232522,-0.46619251712773346,-0.3791326888959121,0.5582744625313846,1.2886429167098834,-0.5792065221278802,-0.9602461068947269,5,bad
-0.528359611726335,0.7384176083797875,-1.3914722776605695,-0.5241661998139878,-0.2649604085373013,-0.2749309815569199,-0.19667888586283722,0.5582744625313846,1.2886429167098834,-0.5792065221278802,-0.9602461068947269,5,bad
-0.24109438930185884,0.4032290140812991,-1.0833695051092629,-0.6660617859658589,-0.39248274020715745,-0.08366944598610641,0.38109149040856666,-0.18374471017469987,-0.07200548591263739,-1.1693372911367232,-0.9602461068947269,5,bad
-0.5858126562112306,0.6825528426633728,-1.3914722776605695,-0.949852958269601,-0.4774976279870618,-0.08366944598610641,-0.774449262134241,-1.137769360796716,0.5111295437827307,-1.1103242142358392,-0.3970426131121655,7,good
-0.2985474337867544,0.2914994826484696,-1.2887713534768004,-0.3822706136621168,-0.30746785242725344,-0.657454052698547,-0.8656761636507785,0.028260767741349467,0.31675120055094036,-0.5201934452269965,-0.8663788579309669,7,good
-0.47090656724144003,-0.15541864308284767,0.4571443576472695,2.52658890245124,-0.34997529631720564,0.1075920895847071,1.68867707881227,0.5582744625313846,0.25195841947367886,0.8371073234933424,0.07229363170663594,5,bad
-0.9305309231206018,0.2914994826484696,-0.9806685809254939,-0.5241661998139878,0.20262147425217186,-0.08366944598610641,0.5635452934416415,-0.44875155756968804,-0.20159104806716333,-0.6972326759296489,-1.1479806048222485,5,bad
-0.47090656724144003,-0.15541864308284767,0.4571443576472695,2.52658890245124,-0.34997529631720564,0.1075920895847071,1.68867707881227,0.5582744625313846,0.25195841947367886,0.8371073234933424,0.07229363170663594,5,bad
-1.5625144124544499,0.4870261626559212,-1.3914722776605695,-0.6660617859658589,0.03259169869236382,0.011961321799300349,0.38109149040856666,-1.2967734692337678,1.7421923842507254,-0.8152588297314175,-0.49090986207592546,5,bad
-0.2985474337867544,0.4590937797977138,0.09769112300407858,-0.6660617859658589,0.5639347473167652,-0.657454052698547,-0.5311775247568079,0.34626898461533523,-0.33117661022168926,-0.033363379655590775,-1.2418478537860085,5,bad
0.3334360555470936,0.5149585455141286,-0.46716396000664995,0.8947896617047226,1.8816655079052813,3.454668962073944,2.996262667215974,0.9822854183634244,-0.9791044209943159,1.3092119387004164,-1.1479806048222485,5,bad
0.3334360555470936,0.5149585455141286,-0.41581349791476546,0.9657374547806582,1.754143176235425,3.359038194288537,3.087489568732511,0.9822854183634244,-0.9143116399170544,1.604277323204838,-1.1479806048222485,5,bad
0.1036238776075124,-1.3844434888439707,1.4841535994849582,-0.5241661998139878,0.09635286452729176,1.8289459097220289,1.7190860459844493,0.0812621372203471,-0.07200548591263739,0.5420419389889207,0.07229363170663594,7,good
-0.12618830033206876,0.17976995121564074,0.0463406609121944,-0.5951139928899234,-0.09615706842263727,0.011961321799300349,0.2898645888920292,0.028260767741349467,-1.3030683263806322,3.6697350147357874,-1.0541133558584868,5,bad
-0.528359611726335,0.34736424836488433,-0.9806685809254939,1.320476420160336,-0.031169467142564713,-0.9443463560547672,-0.5311775247568079,0.34626898461533523,0.4463367627054663,-0.9332849835331861,-1.3357151027497685,4,bad
