fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.17209696100000116,-0.08176990080832446,0.21328020179097076,2.821349169460009,-0.03535500035907831,0.5699315768602506,0.7445650346214291,2.3315120146502957,-1.2469212810674148,-0.34918425730775277,-1.3931524599299414,6
-0.6575011275546824,0.21589563182573107,0.04800112127963298,-0.9447652731293484,0.1477470792166648,-1.2530186615443908,-0.14968462420743,-0.009154171639875782,0.740028639660116,0.0013418465592983145,-0.8242756777407747,6
1.4757511001573602,0.017451943403027567,0.5438383628136473,0.10028218999754132,0.19352259911060057,-0.31214111914199527,-0.9733356257603265,0.35866480049140775,0.47510198356311156,-0.43681578327451565,-0.3366670072929174,6
0.4091249863013394,-0.4786572776537323,-0.11727795923170528,0.41576821660188534,0.5597267582620862,0.6875412696605501,1.1210912067598962,0.525855242369301,0.011480335393355134,-0.7873418871415667,-0.499203230775536,6
0.4091249863013394,-0.4786572776537323,-0.11727795923170528,0.41576821660188534,0.5597267582620862,0.6875412696605501,1.1210912067598962,0.525855242369301,0.011480335393355134,-0.7873418871415667,-0.499203230775536,6
1.4757511001573602,0.017451943403027567,0.5438383628136473,0.10028218999754132,0.19352259911060057,-0.31214111914199527,-0.9733356257603265,0.35866480049140775,0.47510198356311156,-0.43681578327451565,-0.3366670072929174,6
-0.776015140205351,0.4143393202484351,-1.43951060332241,0.12000006666031275,-0.03535500035907831,-0.31214111914199527,-0.05555308117281325,0.29178862374026526,-0.05475132863089452,-0.17392120537422748,-0.7430075659994654,6
0.17209696100000116,-0.08176990080832446,0.21328020179097076,2.821349169460009,-0.03535500035907831,0.5699315768602506,0.7445650346214291,2.3315120146502957,-1.2469212810674148,-0.34918425730775277,-1.3931524599299414,6
-0.6575011275546824,0.21589563182573107,0.04800112127963298,-0.9447652731293484,0.1477470792166648,-1.2530186615443908,-0.14968462420743,-0.009154171639875782,0.740028639660116,0.0013418465592983145,-0.8242756777407747,6
1.4757511001573602,-0.5778791218650843,0.7917569835806542,-0.96448314979212,-0.08113052025301377,-0.4297508119422947,-0.22028328148339255,-0.07603034839105537,0.21017532746610998,-0.34918425730775277,0.3947459983788693,6
1.4757511001573602,-0.08176990080832446,0.626477903069316,-0.9743420881235058,-0.5846612390863071,-1.42943320074484,-1.7734537415545688,-1.0791729996583035,-1.3131529450916644,0.6147625283266386,1.2074271157919654,5
2.0683211634107055,-0.4786572776537323,0.5438383628136473,-0.4321004798972894,-0.49311019929843547,-1.0766041223439415,-0.6909409966564762,0.22491244698912283,-0.31967798472789904,0.3518679504263499,-0.6617394542581561,5
1.238723074856023,-0.9747664987104921,0.2959197420466399,-1.0236367797804344,-0.2642325998287569,-1.1354089687440914,-1.4910591124507186,-0.6779159391514117,-0.05475132863089452,1.2281832100939778,0.2322097748962507,5
-0.3019590896026755,-1.173210187133196,0.5438383628136473,-0.96448314979212,-0.08113052025301377,0.7463461160606998,0.10917711913776605,-0.9454206461560187,2.329588576242143,0.264236424459587,1.532499562757204,7
1.7127791254586995,1.4065577623619543,2.3619082484383664,2.535439957849822,-0.2642325998287569,0.3347121912596517,0.7916308061387375,2.064007307645726,-1.379384609115917,1.5787093139610293,-0.6617394542581561,5
-0.3019590896026755,-1.073988342921844,0.378559282302309,-0.96448314979212,-0.6304367589802428,-0.4297508119422947,-0.6203423393805138,-0.8785444694048762,0.4088703195388619,0.5271310023598756,0.719818445344108,7
-0.6575011275546824,2.001888827630066,-2.431185086390439,-1.043354656443206,0.010420519534857469,-0.31214111914199527,-0.9262698542430181,-0.41041123214680475,0.34263865551461226,-1.1378679910086182,-0.7430075659994654,6
-0.776015140205351,3.7878820234344013,1.2049546848589994,-1.0236367797804344,-0.7677633186620502,-0.370945965542145,-1.4910591124507186,-1.6141824136675176,0.9387236317328709,-0.8749734131083297,1.8575720097224426,8
0.6461530116026778,0.6127830086711392,0.709117443324985,-1.043354656443206,-0.5846612390863071,-1.0766041223439415,0.7680979203800833,-0.7782302042781254,-0.4521413127764013,0.3518679504263499,0.6385503336027987,6
-0.42047310225334406,0.3151174760370831,-1.6047896838337483,0.2185894499741703,-0.08113052025301377,-0.07692173354139635,-0.1261517384487758,0.49241715399372976,0.21017532746610998,0.0889733725260612,-0.8242756777407747,5
-0.776015140205351,3.7878820234344013,1.2049546848589994,-1.0236367797804344,-0.7677633186620502,-0.370945965542145,-1.4910591124507186,-1.6141824136675176,0.9387236317328709,-0.8749734131083297,1.8575720097224426,8
-0.5389871149040127,0.3151174760370831,0.378559282302309,-0.688432876513319,-0.35578363961662846,-0.9589944295436422,-0.8556711969670556,-0.9454206461560187,-0.12098299265514711,-1.225499516975381,0.3947459983788693,7
-0.06493106430133715,-0.1809917450196765,0.709117443324985,-0.925047396466577,0.1477470792166648,0.3347121912596517,-0.3850134817939719,-0.3435350553956623,1.8659669280723867,-0.08628967940746457,-0.011594560327678697,8
0.883181036904015,3.887103867645753,-1.6047896838337483,-0.96448314979212,1.2921350765650585,-0.6061653511427438,0.6974992631041207,-0.1094684367666266,-0.9157629609461606,0.1766048984928241,-0.9868119012233934,5
-0.3019590896026755,-0.08176990080832446,0.626477903069316,-1.0039189031176632,0.28507363889847215,-1.1354089687440914,0.08564423337911187,0.35866480049140775,1.5348086079511296,-0.17392120537422748,-0.4179351190342267,6
0.17209696100000116,-0.2802135892310285,-0.11727795923170528,0.5143575999157428,0.010420519534857469,1.2167848872618976,2.5095314665204933,0.49241715399372976,0.4088703195388619,0.0889733725260612,-0.09286267206898802,6
0.05358294834933252,-0.37943543344238057,0.13064066153530166,-1.0630725331059776,0.28507363889847215,-0.01811688714124663,0.1797757764137286,-0.3435350553956623,1.7335036000238844,-0.43681578327451565,-0.4179351190342267,6
0.17209696100000116,0.017451943403027567,0.46119882255797817,0.45520396992742823,0.23929811900453604,-0.1945314263416958,0.06211134762045768,0.6930456842471572,1.2698819518541251,0.3518679504263499,-0.011594560327678697,6
0.6461530116026778,-0.08176990080832446,1.2049546848589994,-1.043354656443206,0.05619603942879325,-1.0766041223439415,-0.14968462420743,-0.8785444694048762,0.011480335393355134,0.0013418465592983145,0.8823546688267266,6
0.4091249863013394,0.4143393202484351,0.21328020179097076,-0.8658937664782625,-0.5846612390863071,0.09949280565905282,-0.5732765678632054,-1.146049176409446,-0.5846046408249035,1.92923541782808,1.4512314510158948,7
1.9498071507600367,-0.37943543344238057,0.46119882255797817,0.790407873194544,-0.08113052025301377,-0.9001895831434925,0.08564423337911187,1.1277408331296201,0.07771199941760773,0.3518679504263499,-0.4179351190342267,6
1.7127791254586995,-1.3716538755558998,0.04800112127963298,-1.043354656443206,-0.17268156004088533,-1.664652586345439,-2.149979913693036,-0.2097827018933774,1.8659669280723867,-0.7873418871415667,-0.25539889555160805,6
0.6461530116026778,-0.2802135892310285,0.21328020179097076,-0.8560348281468768,0.19352259911060057,-0.2533362727418455,-0.902736968484364,-0.6779159391514117,0.011480335393355134,-0.43681578327451565,0.2322097748962507,6
