fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,category
-0.16608919286940318,-0.423183028524188,0.2846860473503029,3.206929028406823,-0.3149750696080882,0.8155653085446922,0.9599756048834102,2.1022136509736242,-1.3590488617561916,-0.5461782569942077,-1.4185582110710182,6,good
-0.7060734944391281,-0.24094935769733797,0.1470461270024329,-0.8078372608511897,-0.20079018100939064,-0.9311070516567161,0.2876175394013979,-0.232331917578527,0.5069148860946394,-0.27735097398729075,-0.8316151563894413,6,good
0.6824575667401642,-0.3624384715819045,0.5599658880460435,0.3062078351209291,-0.17224395885971625,-0.02959873671405376,-0.33165962617413963,0.1345252431939248,0.2581197197145283,-0.6133850777459371,-0.3285211095195181,6,good
-0.01180796384948164,-0.6661612562933216,0.00940620665456258,0.6425233357917572,0.05612581833767848,0.928253847912525,1.2430737377179415,0.30127849809053087,-0.17727182145066483,-0.8822123607528541,-0.4962191251428253,6,good
-0.01180796384948164,-0.6661612562933216,0.00940620665456258,0.6425233357917572,0.05612581833767848,0.928253847912525,1.2430737377179415,0.30127849809053087,-0.17727182145066483,-0.8822123607528541,-0.4962191251428253,6,good
0.6824575667401642,-0.3624384715819045,0.5599658880460435,0.3062078351209291,-0.17224395885971625,-0.02959873671405376,-0.33165962617413963,0.1345252431939248,0.2581197197145283,-0.6133850777459371,-0.3285211095195181,6,good
-0.7832141089490886,-0.11946024381277108,-1.0917131561283993,0.3272275539128558,-0.3149750696080882,-0.02959873671405376,0.3583920726100308,0.06782394123529721,-0.23947061304569126,-0.41176461549074944,-0.7477661485777877,6,good
-0.16608919286940318,-0.423183028524188,0.2846860473503029,3.206929028406823,-0.3149750696080882,0.8155653085446922,0.9599756048834102,2.1022136509736242,-1.3590488617561916,-0.5461782569942077,-1.4185582110710182,6,good
-0.7060734944391281,-0.24094935769733797,0.1470461270024329,-0.8078372608511897,-0.20079018100939064,-0.9311070516567161,0.2876175394013979,-0.232331917578527,0.5069148860946394,-0.27735097398729075,-0.8316151563894413,6,good
0.6824575667401642,-0.726905813235605,0.7664257685678487,-0.8288569796431164,-0.3435212917577624,-0.14228727608188654,0.23453663949492326,-0.29903321953719164,0.0093245533344199,-0.5461782569942077,0.42611996078536757,6,good
0.6824575667401642,-0.423183028524188,0.6287858482199784,-0.8393668390390798,-0.6575297354041805,-1.1001398607084654,-0.933243158447519,-1.2995527489167167,-1.421247653351218,0.19309677127481475,1.2646100389019068,5,bad
1.0681606392899676,-0.6661612562933216,0.5599658880460435,-0.2613245722610937,-0.6004372911048317,-0.7620742426049669,-0.11933602654824106,0.001122639276669605,-0.4882657794258024,-0.008523690980373314,-0.6639171407661341,5,bad
0.5281763377202434,-0.9698840410047387,0.35350600752423805,-0.8919161360188967,-0.45770618035646,-0.8184185122888833,-0.7209195588216204,-0.8993449371649141,-0.23947061304569126,0.6635445165369195,0.2584219451620603,5,bad
-0.4746516509092462,-1.0913731548893053,0.5599658880460435,-0.8288569796431164,-0.3435212917577624,0.9845981175964413,0.4822475057251383,-1.1661501449994616,1.9996858843753063,-0.07573051173210267,1.6000060701485228,7,good
0.8367387957600865,0.4879853256100627,2.074005011872616,2.902143105923885,-0.45770618035646,0.5901882298090266,0.9953628714877266,1.8354084431391138,-1.483446444946247,0.9323717995438369,-0.6639171407661341,5,bad
-0.4746516509092462,-1.030628597947022,0.4223259676981732,-0.8288569796431164,-0.6860759575538549,-0.14228727608188654,-0.06625512664176642,-1.099448843040834,0.19592092811950187,0.12588995052308538,0.7615159920319835,7,good
-0.7060734944391281,0.852452667263763,-1.9175526782156207,-0.9129358548108236,-0.2864288474584138,-0.02959873671405376,-0.29627235956982323,-0.6325397293303667,0.13372213652447548,-1.1510396437597716,-0.7477661485777877,6,good
-0.7832141089490886,1.9458546922248645,1.1105255694375242,-0.8919161360188967,-0.771714624002878,-0.08594300639797016,-0.7209195588216204,-1.8331631645858117,0.6935112608797241,-0.9494191815045835,1.9354021013951388,8,good
0.1424732651704399,0.00202887007179581,0.6976058083939135,-0.9129358548108236,-0.6575297354041805,-0.7620742426049669,0.9776692381855684,-0.9993968901028555,-0.612663362615858,-0.008523690980373314,0.6776669842203299,6,good
-0.5517922654192067,-0.18020480075505452,-1.2293530764762695,0.43232614787248963,-0.3435212917577624,0.19577834202161182,0.3053111727035561,0.26792784711121703,0.0093245533344199,-0.21014415323556138,-0.8316151563894413,5,bad
